0.004,0.005,0.008,0.007,0.007,0.006,0.006,0.006,0.003,0.005
0.043,0.034,0.026,0.04,0.028,0.04,0.033,0.028,0.033,0.042
0.143,0.13,0.126,0.127,0.147,0.143,0.118,0.137,0.125,0.135
0.673,0.664,0.615,0.653,0.561,0.643,0.581,0.655,0.66,0.595
2.29,2.241,2.234,2.25,2.286,2.776,2.147,2.306,2.121,2.033
3.782,3.745,3.736,3.814,3.751,3.765,3.784,3.882,3.879,3.835
5.475,5.338,5.501,5.651,5.815,7.255,10.532,5.806,7.597,9.37
